"uid","grass","herb","horsetail","moss","rush","sedge","woodrush","cover_tot"
"LM.2.B.71.2017",58,52,1,0,45,5,0,161
"LM.2.B.8.2016",43,63,0,0,3,8,0,117
"LM.2.B.80.2017",65,68,0,0,3,5,0,141
"LM.2.C.15.2017",43,55,0,0,34,0,0,132
"LM.2.C.29.2015",54,78,0,0,29,1,0,162
"LM.2.C.32.2016",76,62,0,0,3,0,0,141
"LM.2.C.35.2017",88,77,0,0,19,0,0,184
"LM.2.C.59.2016",55,76,0,0,23,0,0,154
"LM.2.C.6.2016",70,44,0,0,7,8,0,129
"LM.2.C.71.2015",50,71,0,0,20,0,0,141
"LM.2.C.8.2017",68,69,0,0,3,0,0,140
"LM.2.C.80.2015",65,60,0,0,28,5,0,158
"LM.3.A.3.2017",82,85,0,0,34,5,0,206
"LM.3.A.31.2015",71,51,0,0,29,5,1,157
"LM.3.A.47.2015",55,66,0,0,20,5,0,146
"LM.3.A.52.2016",65,71,0,0,12,0,0,148
"LM.3.A.7.2016",67,53,0,0,23,0,0,143
"LM.3.A.73.2017",61,76,0,0,12,1,0,150
"LM.3.A.74.2015",35,86,0,0,23,5,1,150
"LM.3.A.82.2016",40,67,0,0,18,0,0,125
"LM.3.A.88.2017",44,59,0,0,20,0,0,123
"LM.3.B.3.2015",55,70,0,0,23,1,0,149
"LM.3.B.31.2016",49,51,0,0,12,5,0,117
"LM.3.B.47.2016",49,55,0,0,23,0,0,127
"LM.3.B.52.2017",48,88,1,0,5,0,0,142
"LM.3.B.7.2017",50,94,3,0,7,0,0,154
"LM.3.B.73.2015",54,58,0,0,28,1,0,141
"LM.3.B.74.2016",66,54,0,0,7,1,0,128
"LM.3.B.82.2017",45,73,0,0,8,14,0,140
"LM.3.B.88.2015",65,73,0,0,28,1,1,168
"LM.3.C.3.2016",56,58,0,0,42,0,0,156
"LM.3.C.31.2017",57,73,0,0,42,3,0,175
"LM.3.C.47.2017",53,98,0,0,5,1,0,157
"LM.3.C.52.2015",58,64,0,0,23,1,0,146
"LM.3.C.7.2015",41,41,0,0,20,5,0,107
"LM.3.C.73.2016",55,48,0,0,12,14,0,129
"LM.3.C.74.2017",42,83,1,0,7,0,0,133
"LM.3.C.82.2015",49,77,0,0,16,1,0,143
"LM.3.C.88.2016",93,85,0,0,7,12,0,197
"LM.4.A.19.2015",59,49,0,0,28,8,0,144
"LM.4.A.19.2017",58,75,0,0,3,0,0,136
"LM.4.A.2.2015",78,88,0,0,23,5,0,194
"LM.4.A.2.2017",24,82,0,0,42,14,0,162
"LM.4.A.38.2015",81,79,0,0,35,5,0,200
"LM.4.A.38.2017",57,62,0,0,12,0,0,131
"LM.4.A.58.2016",62,46,0,0,16,1,1,126
"LM.4.A.65.2016",46,73,0,0,16,1,0,136
"LM.4.A.73.2016",53,52,0,0,7,5,0,117
"LM.4.B.19.2015",46,64,0,0,23,8,0,141
"LM.4.B.2.2015",66,52,1,0,23,1,0,143
"LM.4.B.24.2016",68,54,0,0,45,1,0,168
"LM.4.B.38.2015",47,47,1,0,23,0,0,118
"LM.4.B.58.2017",56,70,0,0,19,1,0,146
"LM.4.B.65.2017",60,91,1,0,34,0,0,186
"LM.4.B.67.2016",61,72,0,0,3,10,0,146
"LM.4.B.73.2017",64,46,0,0,7,14,0,131
"LM.4.B.9.2016",70,88,0,0,7,0,1,166
"LM.4.C.19.2016",39,23,0,0,34,1,0,97
"LM.4.C.2.2016",56,56,0,0,0,1,0,113
"LM.4.C.24.2017",50,74,0,0,12,0,0,136
"LM.4.C.38.2016",52,70,0,0,34,8,0,164
"LM.4.C.58.2015",47,77,0,0,30,0,0,154
"LM.4.C.65.2015",55,33,0,0,28,1,0,117
"LM.4.C.67.2017",65,99,0,0,45,0,0,209
"LM.4.C.73.2015",68,58,0,0,28,1,0,155
"LM.4.C.9.2017",44,64,0,0,34,0,0,142
"LM.5.A.10.2015",62,66,0,0,30,8,0,166
"LM.5.A.10.2017",32,77,0,0,12,0,0,121
"LM.5.A.14.2016",83,96,0,0,23,0,0,202
"LM.5.A.28.2016",55,48,0,4,16,14,0,137
"LM.5.A.29.2017",62,106,0,0,7,5,0,180
"LM.5.A.41.2016",67,42,0,0,23,1,0,133
"LM.5.A.78.2015",62,83,1,0,28,8,0,182
"LM.5.A.80.2017",58,73,0,0,12,0,0,143
"LM.5.A.83.2015",74,78,0,0,30,5,0,187
"LM.5.B.10.2015",81,69,0,0,0,5,0,155
"LM.5.B.10.2016",58,32,0,0,2,1,0,93
"LM.5.B.14.2017",59,69,0,0,1,0,0,129
"LM.5.B.28.2017",47,74,0,0,7,0,0,128
"LM.5.B.29.2015",70,56,0,0,0,1,0,127
"LM.5.B.41.2017",39,80,0,0,3,5,0,127
"LM.5.B.78.2016",70,44,0,0,7,2,0,123
"LM.5.B.80.2015",70,80,0,0,34,14,0,198
"LM.5.B.83.2016",72,60,0,0,12,0,0,144
"LM.5.C.10.2016",40,48,0,0,0,1,1,90
"LM.5.C.10.2017",75,75,0,0,19,8,0,177
"LM.5.C.14.2015",16,86,0,0,20,1,0,123
"LM.5.C.28.2015",46,66,0,0,7,1,0,120
"LM.5.C.29.2016",47,85,0,0,7,0,0,139
"LM.5.C.41.2015",43,65,0,0,9,1,0,118
"LM.5.C.78.2017",25,48,0,0,20,0,0,93
"LM.5.C.80.2016",33,45,0,0,12,1,0,91
"LM.5.C.83.2017",62,62,0,0,42,0,0,166
"LM.6.A.13.2015",54,72,0,0,30,5,0,161
"LM.6.A.3.2016",42,73,0,0,20,5,0,140
"LM.6.A.47.2017",59,87,2,0,3,1,0,152
"LM.6.A.48.2017",47,65,0,0,5,1,0,118
"LM.6.A.79.2016",56,83,1,0,0,14,0,154
"LM.6.A.84.2015",62,81,1,0,0,5,0,149
"LM.6.A.85.2015",63,91,1,0,0,5,0,160
"LM.6.A.86.2017",58,52,1,0,0,1,0,112
"LM.6.A.96.2016",45,62,2,0,0,0,0,109
"LM.6.B.13.2016",76,53,0,0,42,8,0,179
"LM.6.B.3.2017",64,67,0,0,34,1,0,166
"LM.6.B.47.2015",50,82,0,0,3,8,0,143
"LM.6.B.48.2015",40,93,0,0,20,8,0,161
"LM.6.B.79.2017",29,75,0,0,34,6,0,144
"LM.6.B.84.2016",46,58,0,0,45,8,0,157
"LM.6.B.85.2016",28,81,0,0,37,15,0,161
"LM.6.B.86.2015",60,88,0,0,7,14,0,169
"LM.6.B.96.2017",39,83,0,0,12,5,0,139
"LM.6.C.13.2017",57,97,0,0,9,1,0,164
"LM.6.C.3.2015",70,69,0,0,30,5,0,174
"LM.6.C.47.2016",52,82,0,0,0,5,0,139
"LM.6.C.48.2016",73,67,0,0,3,0,0,143
"LM.6.C.79.2015",66,85,0,0,3,5,0,159
"LM.6.C.84.2017",56,47,0,0,7,14,0,124
"LM.6.C.85.2017",56,72,0,0,5,0,0,133
"LM.6.C.86.2016",57,51,0,0,0,0,0,108
"LM.6.C.96.2015",61,56,0,0,20,8,0,145
"LM.7.A.17.2017",71,100,0,0,11,8,0,190
"LM.7.A.24.2016",72,51,0,0,7,0,0,130
"LM.7.A.24.2017",41,65,0,0,13,1,0,120
"LM.7.A.33.2017",40,72,0,0,23,1,0,136
"LM.7.A.50.2015",56,26,0,0,0,11,0,93
"LM.7.A.59.2015",46,53,0,0,23,1,0,123
"LM.7.A.63.2016",68,65,0,0,7,10,0,150
"LM.7.A.98.2015",60,86,0,0,30,5,0,181
"LM.7.A.99.2016",76,57,0,0,17,0,0,150
"LM.7.B.17.2015",61,62,0,0,8,14,0,145
"LM.7.B.24.2015",26,51,0,0,3,1,0,81
"LM.7.B.33.2015",45,70,0,0,42,1,0,158
"LM.7.B.50.2016",82,64,0,0,3,0,0,149
"LM.7.B.50.2017",42,73,0,0,7,0,0,122
"LM.7.B.59.2016",71,68,0,0,12,8,0,159
"LM.7.B.59.2017",58,78,0,0,12,0,0,148
"LM.7.B.98.2016",85,95,0,0,0,8,0,188
"LM.7.B.98.2017",45,101,0,0,0,14,0,160
"LM.7.C.17.2016",56,56,0,0,42,5,0,159
"LM.7.C.24.2015",67,47,0,0,12,5,0,131
"LM.7.C.24.2016",37,53,0,0,34,1,0,125
"LM.7.C.24.2017",49,79,0,0,7,14,0,149
"LM.7.C.33.2016",36,41,0,0,34,5,0,116
"LM.7.C.63.2015",63,30,0,0,12,1,0,106
"LM.7.C.63.2017",41,58,0,0,3,0,0,102
"LM.7.C.99.2015",66,54,0,0,20,1,0,141
"LM.7.C.99.2017",51,76,0,0,12,14,0,153
"LM.8.A.12.2016",56,40,0,0,0,1,0,97
"LM.8.A.16.2015",66,55,1,0,0,5,0,127
"LM.8.A.31.2016",59,63,0,0,45,0,0,167
"LM.8.A.42.2015",55,60,0,0,7,5,0,127
"LM.8.A.45.2017",97,78,0,0,0,14,0,189
"LM.8.A.47.2016",41,42,0,0,0,1,1,85
"LM.8.A.66.2017",67,81,0,0,0,1,0,149
"LM.8.A.73.2015",72,73,0,0,20,5,0,170
"LM.8.A.91.2017",62,59,0,0,0,5,0,126
"LM.8.B.12.2017",64,48,0,0,34,0,0,146
"LM.8.B.16.2016",44,46,0,0,16,5,0,111
"LM.8.B.31.2017",39,77,0,0,2,1,0,119
"LM.8.B.42.2016",66,50,0,0,3,0,0,119
"LM.8.B.45.2015",68,47,0,0,42,14,0,171
"LM.8.B.47.2017",51,76,0,0,3,1,0,131
"LM.8.B.53.2016",60,28,0,0,34,8,0,130
"LM.8.B.66.2015",64,55,0,0,3,1,0,123
"LM.8.B.91.2015",68,58,0,0,3,14,0,143
"LM.8.C.12.2015",49,49,0,0,12,1,0,111
"LM.8.C.16.2017",79,44,0,0,7,0,0,130
"LM.8.C.31.2015",62,57,0,0,28,5,0,152
"LM.8.C.42.2017",48,85,0,0,7,1,0,141
"LM.8.C.45.2016",53,41,0,0,7,14,0,115
"LM.8.C.47.2015",55,61,0,0,2,7,0,125
"LM.8.C.53.2017",58,78,0,0,4,2,0,142
"LM.8.C.66.2016",38,83,0,0,11,14,0,146
"LM.8.C.91.2016",77,74,0,0,34,5,0,190
"VP.1.A.20.2017",49,26,0,5,28,16,0,124
"VP.1.A.29.2016",52,36,0,0,12,31,0,131
"VP.1.A.35.2017",59,18,0,4,16,9,0,106
"VP.1.A.51.2015",28,33,0,14,36,7,0,118
"VP.1.A.54.2015",54,28,0,15,30,33,0,160
"VP.1.A.61.2015",47,32,0,7,40,12,0,138
"VP.1.A.71.2016",37,48,0,0,12,19,1,117
"VP.1.A.80.2016",45,30,0,0,23,7,1,106
"VP.1.A.85.2017",31,18,0,7,16,14,0,86
"VP.1.B.11.2017",56,26,0,10,12,18,0,122
"VP.1.B.20.2015",48,37,0,6,10,9,2,112
"VP.1.B.35.2015",50,36,0,10,19,9,3,127
"VP.1.B.44.2017",58,31,0,10,20,16,0,135
"VP.1.B.51.2016",30,51,0,0,42,32,1,156
"VP.1.B.54.2016",57,37,0,0,16,27,1,138
"VP.1.B.61.2016",48,53,0,0,5,27,0,133
"VP.1.B.85.2015",33,51,0,7,17,18,2,128
"VP.1.B.91.2017",39,45,0,16,37,5,0,142
"VP.1.C.11.2015",49,41,0,6,8,18,0,122
"VP.1.C.20.2016",68,51,0,0,23,21,1,164
"VP.1.C.35.2016",35,12,0,0,8,21,0,76
"VP.1.C.44.2015",45,41,1,12,21,15,0,135
"VP.1.C.51.2017",62,39,0,10,45,16,1,173
"VP.1.C.54.2017",31,42,0,10,59,21,1,164
"VP.1.C.61.2017",38,30,0,10,7,17,0,102
"VP.1.C.85.2016",48,51,0,0,11,24,0,134
"VP.1.C.91.2015",32,31,0,7,16,14,0,100
"VP.2.A.11.2016",57,24,0,0,16,11,1,109
"VP.2.A.24.2015",30,28,0,0,12,10,0,80
"VP.2.A.44.2016",59,46,0,0,7,13,1,126
"VP.2.A.53.2017",43,33,0,10,16,12,0,114
"VP.2.A.59.2017",58,14,0,6,35,19,1,133
"VP.2.A.6.2017",44,20,0,6,12,12,0,94
"VP.2.A.67.2015",16,37,0,3,23,13,0,92
"VP.2.A.9.2015",28,36,3,13,23,7,0,110
"VP.2.A.91.2016",37,32,0,0,20,7,0,96
"VP.2.B.15.2016",43,52,0,0,28,8,1,132
"VP.2.B.29.2017",41,20,0,2,16,15,0,94
"VP.2.B.35.2016",43,33,0,0,35,30,2,143
"VP.2.B.53.2015",51,22,0,13,23,21,1,131
"VP.2.B.59.2015",54,31,0,2,22,7,1,117
"VP.2.B.6.2015",62,44,0,2,16,16,1,141
"VP.2.B.71.2017",17,23,0,4,38,6,0,88
"VP.2.B.8.2016",50,63,0,0,21,2,0,136
"VP.2.B.80.2017",60,32,0,0,35,14,0,141
"VP.2.C.15.2017",71,32,0,6,16,24,0,149
"VP.2.C.29.2015",22,37,0,13,28,7,0,107
"VP.2.C.35.2017",60,48,0,9,13,4,2,136
"VP.2.C.53.2016",47,33,0,0,17,7,0,104
"VP.2.C.59.2016",63,48,0,0,40,2,0,153
"VP.2.C.6.2016",52,29,0,0,32,19,2,134
"VP.2.C.71.2015",55,28,1,14,13,15,0,126
"VP.2.C.8.2017",27,31,0,8,15,5,0,86
"VP.2.C.80.2015",30,43,0,12,24,27,0,136
"VP.3.A.3.2017",38,23,0,8,12,13,0,94
"VP.3.A.31.2015",20,20,0,11,20,6,0,77
"VP.3.A.47.2015",20,50,0,8,12,2,2,94
"VP.3.A.52.2016",42,36,0,0,38,23,0,139
"VP.3.A.7.2016",67,32,0,0,35,41,1,176
"VP.3.A.73.2017",30,28,0,4,38,19,0,119
"VP.3.A.74.2015",2,16,0,13,11,16,2,60
"VP.3.A.82.2016",39,49,0,0,42,29,1,160
"VP.3.A.88.2017",46,23,0,6,28,8,1,112
"VP.3.B.3.2015",71,40,0,11,30,15,1,168
"VP.3.B.31.2016",38,16,0,0,19,27,1,101
"VP.3.B.47.2016",47,18,0,0,20,27,4,116
"VP.3.B.52.2017",16,37,0,12,28,28,1,122
"VP.3.B.7.2017",21,22,0,4,29,1,0,77
"VP.3.B.73.2015",50,32,0,8,23,3,0,116
"VP.3.B.74.2016",86,25,0,0,2,33,0,146
"VP.3.B.82.2017",57,19,0,12,28,14,1,131
"VP.3.B.88.2015",65,35,0,8,16,3,1,128
"VP.3.C.3.2016",60,21,0,0,9,19,0,109
"VP.3.C.31.2017",19,27,1,4,24,5,0,80
"VP.3.C.47.2017",38,36,0,4,29,4,2,113
"VP.3.C.52.2015",39,22,0,6,16,11,1,95
"VP.3.C.7.2015",42,44,0,9,23,9,3,130
"VP.3.C.73.2016",66,41,0,0,28,14,0,149
"VP.3.C.74.2017",77,37,0,2,20,19,0,155
"VP.3.C.82.2015",51,33,0,9,30,27,1,151
"VP.3.C.88.2016",54,26,0,0,28,19,0,127
"VP.4.A.13.2015",44,38,0,7,28,15,1,133
"VP.4.A.19.2017",36,30,0,2,28,7,2,105
"VP.4.A.2.2017",50,16,0,11,36,16,0,129
"VP.4.A.38.2017",38,28,0,2,12,14,1,95
"VP.4.A.58.2016",40,16,0,1,40,29,0,126
"VP.4.A.65.2016",46,14,0,4,12,10,2,88
"VP.4.A.73.2016",40,11,0,4,32,10,1,98
"VP.4.A.84.2015",37,33,0,4,38,17,1,130
"VP.4.A.85.2015",49,30,0,7,38,21,1,146
"VP.4.B.19.2015",45,35,0,8,0,14,0,102
"VP.4.B.2.2015",41,17,0,11,29,3,0,101
"VP.4.B.24.2016",42,57,0,0,46,2,1,148
"VP.4.B.38.2015",39,17,0,3,23,18,0,100
"VP.4.B.58.2017",20,35,0,2,35,14,0,106
"VP.4.B.65.2017",29,24,0,2,40,16,0,111
"VP.4.B.67.2016",51,45,0,0,20,27,2,145
"VP.4.B.73.2017",61,37,0,10,40,23,0,171
"VP.4.B.9.2016",56,43,0,0,40,15,1,155
"VP.4.C.00a.2015",52,21,0,9,23,30,0,135
"VP.4.C.00b.2015",48,30,0,5,29,27,1,140
"VP.4.C.00c.2015",33,29,0,23,16,11,1,113
"VP.4.C.19.2016",27,30,0,0,27,0,0,84
"VP.4.C.2.2016",11,22,0,0,19,7,0,59
"VP.4.C.24.2017",19,11,2,7,15,27,0,81
"VP.4.C.38.2016",58,35,0,0,19,12,0,124
"VP.4.C.67.2017",49,56,0,11,28,11,1,156
"VP.4.C.9.2017",32,59,0,8,12,0,0,111
"VP.5.A.10.2015",18,24,0,3,36,2,0,83
"VP.5.A.10.2017",21,17,0,11,35,1,0,85
"VP.5.A.14.2016",30,37,0,0,45,2,0,114
"VP.5.A.28.2016",46,40,0,0,40,8,0,134
"VP.5.A.29.2017",35,18,0,1,20,2,0,76
"VP.5.A.41.2016",45,38,0,0,38,14,0,135
"VP.5.A.78.2015",54,17,0,2,39,0,0,112
"VP.5.A.80.2017",41,12,0,6,29,29,0,117
"VP.5.A.83.2015",11,11,0,5,19,8,3,57
"VP.5.B.10.2015",48,39,0,12,35,11,1,146
"VP.5.B.10.2016",37,39,0,0,30,4,0,110
"VP.5.B.14.2017",54,24,0,13,28,34,1,154
"VP.5.B.28.2017",51,30,0,15,20,16,1,133
"VP.5.B.29.2015",48,30,0,8,35,8,0,129
"VP.5.B.41.2017",66,32,0,8,28,34,0,168
"VP.5.B.78.2016",33,28,0,0,36,27,0,124
"VP.5.B.80.2015",35,52,0,3,1,14,1,106
"VP.5.B.83.2016",54,24,0,0,36,20,1,135
"VP.5.C.10.2016",59,48,0,0,12,4,1,124
"VP.5.C.10.2017",16,38,0,3,7,24,0,88
"VP.5.C.14.2015",38,52,0,14,40,17,0,161
"VP.5.C.28.2015",19,39,0,5,35,8,1,107
"VP.5.C.29.2016",38,25,0,0,28,24,1,116
"VP.5.C.41.2015",46,45,0,22,23,27,1,164
"VP.5.C.78.2017",30,40,0,7,37,18,0,132
"VP.5.C.80.2016",56,19,0,0,20,4,1,100
"VP.5.C.83.2017",65,32,0,6,15,27,1,146
"VP.6.A.16.2015",34,31,0,4,35,13,0,117
"VP.6.A.3.2016",32,17,0,0,2,0,0,51
"VP.6.A.42.2015",35,31,0,0,28,0,0,94
"VP.6.A.47.2017",31,16,0,10,28,1,0,86
"VP.6.A.48.2017",51,16,0,2,20,0,0,89
"VP.6.A.53.2015",42,25,0,4,30,0,0,101
"VP.6.A.79.2016",25,7,0,0,12,16,0,60
"VP.6.A.86.2017",68,8,0,6,22,14,0,118
"VP.6.A.96.2016",50,7,0,0,3,14,0,74
"VP.6.B.13.2016",42,52,0,0,30,26,1,151
"VP.6.B.3.2017",52,47,0,2,44,1,0,146
"VP.6.B.47.2015",43,25,0,8,23,21,1,121
"VP.6.B.48.2015",49,29,0,5,23,14,1,121
"VP.6.B.79.2017",26,28,0,6,39,30,0,129
"VP.6.B.84.2016",47,38,0,0,43,5,0,133
"VP.6.B.85.2016",53,39,0,0,38,14,0,144
"VP.6.B.86.2015",30,14,0,8,23,3,0,78
"VP.6.B.96.2017",29,22,0,11,7,1,0,70
"VP.6.C.13.2017",45,45,0,6,43,16,1,156
"VP.6.C.3.2015",52,52,1,8,14,18,0,145
"VP.6.C.47.2016",53,25,0,0,36,10,1,125
"VP.6.C.48.2016",60,46,0,0,30,15,0,151
"VP.6.C.79.2015",25,37,0,21,28,27,0,138
"VP.6.C.84.2017",49,24,0,10,36,1,0,120
"VP.6.C.85.2017",50,34,0,6,45,21,1,157
"VP.6.C.86.2016",22,28,0,0,23,21,0,94
"VP.6.C.96.2015",38,41,0,6,51,5,0,141
"VP.7.A.17.2017",27,47,0,9,28,17,0,128
"VP.7.A.24.2016",38,12,0,0,16,14,0,80
"VP.7.A.24.2017",29,9,1,8,20,24,0,91
"VP.7.A.33.2017",50,14,0,9,31,14,1,119
"VP.7.A.50.2015",33,25,0,3,29,8,1,99
"VP.7.A.59.2015",30,24,1,6,38,11,1,111
"VP.7.A.63.2016",42,15,0,0,7,7,0,71
"VP.7.A.98.2015",47,29,1,15,38,30,0,160
"VP.7.A.99.2016",31,63,1,0,16,10,2,123
"VP.7.B.17.2015",63,29,0,16,16,20,3,147
"VP.7.B.2.2017",33,49,0,11,46,14,1,154
"VP.7.B.24.2015",65,40,0,9,3,16,3,136
"VP.7.B.33.2015",61,26,0,8,16,6,2,119
"VP.7.B.50.2016",17,21,0,0,3,8,0,49
"VP.7.B.59.2016",42,29,0,0,31,16,0,118
"VP.7.B.63.2017",14,50,0,10,23,2,0,99
"VP.7.B.98.2016",21,47,0,0,19,1,0,88
"VP.7.B.99.2017",16,28,0,14,17,0,1,76
"VP.7.C.17.2016",52,59,0,0,28,23,1,163
"VP.7.C.24.2015",31,29,0,16,35,5,1,117
"VP.7.C.24.2016",55,24,0,0,28,24,0,131
"VP.7.C.33.2016",57,22,0,0,21,18,0,118
"VP.7.C.50.2017",29,54,0,7,27,30,1,148
"VP.7.C.59.2017",25,32,0,8,37,11,1,114
"VP.7.C.63.2015",45,29,0,13,28,3,0,118
"VP.7.C.98.2017",22,27,0,10,24,15,0,98
"VP.7.C.99.2015",20,47,1,18,20,8,1,115
"VP.8.A.12.2016",38,38,0,5,23,5,1,110
"VP.8.A.16.2015",39,20,1,10,35,16,1,122
"VP.8.A.31.2016",43,29,0,0,20,14,0,106
"VP.8.A.42.2015",16,14,0,0,0,0,1,31
"VP.8.A.45.2017",27,16,0,2,28,14,0,87
"VP.8.A.47.2016",32,27,1,0,16,24,0,100
"VP.8.A.53.2015",32,41,0,0,28,16,0,117
"VP.8.A.66.2017",31,21,1,2,36,24,1,116
"VP.8.A.91.2017",37,19,0,11,35,6,1,109
"VP.8.B.12.2017",6,15,0,16,7,16,1,61
"VP.8.B.16.2016",32,37,0,0,28,15,3,115
"VP.8.B.31.2017",42,38,0,10,30,14,1,135
"VP.8.B.42.2016",40,48,0,0,23,32,0,143
"VP.8.B.45.2015",47,59,0,8,23,6,0,143
"VP.8.B.47.2017",25,27,0,8,20,12,0,92
"VP.8.B.53.2016",48,37,0,0,23,19,0,127
"VP.8.B.60.2015",46,27,0,2,23,7,0,105
"VP.8.B.91.2015",37,46,0,4,23,4,1,115
"VP.8.C.12.2015",33,44,1,8,20,20,0,126
"VP.8.C.16.2017",47,60,0,6,38,14,0,165
"VP.8.C.31.2015",26,45,1,17,23,27,0,139
"VP.8.C.42.2017",21,35,0,6,38,1,0,101
"VP.8.C.45.2016",35,30,0,0,28,14,0,107
"VP.8.C.47.2015",38,52,1,23,21,8,0,143
"VP.8.C.53.2017",58,32,0,6,35,1,0,132
"VP.8.C.66.2016",64,38,0,0,43,17,0,162
"VP.8.C.91.2016",27,38,0,0,35,9,0,109
